truth_h,lambda_0,lambda_1,policy,mean_cumulative_validity_loss,mean_cumulative_update_cost,mean_total_cost,mean_regret,mean_lead_time,mean_log_memory_std,mean_tau_valid,mean_tau_detect,mean_delay_gap,mean_masking_index,schedule_mode
0.9,4.0,0.0,oracle,345.81836891972677,28.0,373.81836891972677,0.0,50.0,0.4441104856480022,70.0,20.0,-50.0,0.0,default
0.9,4.0,0.0,controller,493.4900841416275,153.33333333333334,646.8234174749608,147.67171522190077,-20.0,0.32839250407744397,0.0,20.0,20.0,0.05823749286832206,default
0.9,4.0,0.0,fixed_policy,1026.1726118025604,0.0,1026.1726118025604,680.3542428828337,-70.0,8.881784197001252e-16,0.0,70.0,70.0,0.19104017860188938,default
0.9,4.0,0.0,deploy_only,508.0950298326709,165.33333333333334,673.4283631660043,162.27666091294415,-70.0,0.304774039618642,0.0,70.0,70.0,0.02466607437344359,default
0.9,4.0,0.0,detector_only,626.6917077648221,81.33333333333333,708.0250410981555,280.8733388450953,-20.0,1.0689471563969275,0.0,20.0,20.0,0.5932103549107638,default
0.9,4.0,2.0,oracle,366.850302579784,49.031933660057256,415.88223623984123,0.0,50.0,0.4441104856480022,70.0,20.0,-50.0,0.0,default
0.9,4.0,2.0,controller,504.49799250025893,164.3412416919647,668.8392341922237,137.6476899204749,-20.0,0.32839250407744397,0.0,20.0,20.0,0.05823749286832206,default
0.9,4.0,2.0,fixed_policy,1026.1726118025604,0.0,1026.1726118025604,659.3223092227763,-70.0,8.881784197001252e-16,0.0,70.0,70.0,0.19104017860188938,default
0.9,4.0,2.0,deploy_only,518.3253550769899,175.56365857765232,693.8890136546422,151.4750524972059,-70.0,0.304774039618642,0.0,70.0,70.0,0.02466607437344359,default
0.9,4.0,2.0,detector_only,635.3145475412092,89.95617310972057,725.2707206509298,268.46424496142527,-20.0,1.0689471563969275,0.0,20.0,20.0,0.5932103549107638,default
0.9,4.0,4.0,oracle,387.88223623984123,70.06386732011447,457.9461035599557,0.0,50.0,0.4441104856480022,70.0,20.0,-50.0,0.0,default
0.9,4.0,4.0,controller,515.5059008588902,175.3491500505961,690.8550509094863,127.62366461904902,-20.0,0.32839250407744397,0.0,20.0,20.0,0.05823749286832206,default
0.9,4.0,4.0,fixed_policy,1026.1726118025604,0.0,1026.1726118025604,638.2903755627192,-70.0,8.881784197001252e-16,0.0,70.0,70.0,0.19104017860188938,default
0.9,4.0,4.0,deploy_only,528.5556803213088,185.7939838219712,714.34966414328,140.67344408146758,-70.0,0.304774039618642,0.0,70.0,70.0,0.02466607437344359,default
0.9,4.0,4.0,detector_only,643.9373873175965,98.5790128861078,742.5164002037043,256.0551510777553,-20.0,1.0689471563969275,0.0,20.0,20.0,0.5932103549107638,default
0.1,0.0,0.0,oracle,48.982836587589475,0.0,48.982836587589475,0.0,32.0,0.3393751093894679,32.0,0.0,-32.0,0.0,strong
0.1,0.0,0.0,controller,61.69991062553763,0.0,61.69991062553763,12.717074037948157,2.0,0.7390582858296014,2.0,0.0,-2.0,0.19471729676997995,strong
0.1,0.0,0.0,fixed_policy,49.91161204469599,0.0,49.91161204469599,0.9287754571065179,0.0,0.0,32.0,32.0,0.0,0.0,strong
0.1,0.0,0.0,deploy_only,56.640884291570394,0.0,56.640884291570394,7.658047703980922,-29.0,0.5913768281197869,3.0,32.0,29.0,0.0,strong
0.1,0.0,0.0,detector_only,61.69991062553763,0.0,61.69991062553763,12.717074037948157,2.0,0.7390582858296014,2.0,0.0,-2.0,0.19471729676997995,strong
0.1,0.0,2.0,oracle,51.49003395451251,2.5071973669230383,53.99723132143555,0.0,32.0,0.3393751093894679,32.0,0.0,-32.0,0.0,strong
0.1,0.0,2.0,controller,67.7636777302485,6.063767104710877,73.82744483495938,16.27364377573599,2.0,0.7390582858296014,2.0,0.0,-2.0,0.19471729676997995,strong
0.1,0.0,2.0,fixed_policy,49.91161204469599,0.0,49.91161204469599,-1.5784219098165195,0.0,0.0,32.0,32.0,0.0,0.0,strong
0.1,0.0,2.0,deploy_only,65.34664368781375,8.705759396243353,74.0524030840571,13.856609733301235,-29.0,0.5913768281197869,3.0,32.0,29.0,0.0,strong
0.1,0.0,2.0,detector_only,67.7636777302485,6.063767104710877,73.82744483495938,16.27364377573599,2.0,0.7390582858296014,2.0,0.0,-2.0,0.19471729676997995,strong
0.1,0.0,4.0,oracle,53.99723132143555,5.014394733846077,59.011626055281624,0.0,32.0,0.3393751093894679,32.0,0.0,-32.0,0.0,strong
0.1,0.0,4.0,controller,73.8274448349594,12.127534209421754,85.95497904438115,19.830213513523834,2.0,0.7390582858296014,2.0,0.0,-2.0,0.19471729676997995,strong
0.1,0.0,4.0,fixed_policy,49.91161204469599,0.0,49.91161204469599,-4.085619276739557,0.0,0.0,32.0,32.0,0.0,0.0,strong
0.1,0.0,4.0,deploy_only,74.0524030840571,17.411518792486707,91.46392187654381,20.055171762621555,-29.0,0.5913768281197869,3.0,32.0,29.0,0.0,strong
0.1,0.0,4.0,detector_only,73.8274448349594,12.127534209421754,85.95497904438115,19.830213513523834,2.0,0.7390582858296014,2.0,0.0,-2.0,0.19471729676997995,strong
0.1,2.0,0.0,oracle,60.982836587589475,12.0,72.98283658758947,0.0,32.0,0.3393751093894679,32.0,0.0,-32.0,0.0,strong
0.1,2.0,0.0,controller,95.69991062553764,34.0,129.69991062553765,34.71707403794816,2.0,0.7390582858296014,2.0,0.0,-2.0,0.19471729676997995,strong
0.1,2.0,0.0,fixed_policy,49.91161204469599,0.0,49.91161204469599,-11.071224542893482,0.0,0.0,32.0,32.0,0.0,0.0,strong
