a,H,V
0.643855,0.886872,1.974848
0.648045,0.886872,1.975838
0.652235,0.886872,1.976804
0.656425,0.886872,1.977744
0.660615,0.886872,1.978661
0.664804,0.886872,1.979553
0.668994,0.886872,1.980422
0.673184,0.886872,1.981267
0.677374,0.886872,1.98209
0.681564,0.886872,1.98289
0.685754,0.886872,1.983667
0.689944,0.886872,1.984423
0.694134,0.886872,1.985157
0.698324,0.886872,1.985869
0.702514,0.886872,1.986561
0.706704,0.886872,1.987231
0.710894,0.886872,1.987881
0.715084,0.886872,1.988511
0.719274,0.886872,1.989121
0.723464,0.886872,1.989712
0.727654,0.886872,1.990283
0.731844,0.886872,1.990835
0.736034,0.886872,1.991368
0.740223,0.886872,1.991882
0.744413,0.886872,1.992379
0.748603,0.886872,1.992857
0.752793,0.886872,1.993317
0.756983,0.886872,1.99376
0.761173,0.886872,1.994186
0.765363,0.886872,1.994594
0.769553,0.886872,1.994986
0.773743,0.886872,1.995361
0.777933,0.886872,1.99572
0.782123,0.886872,1.996062
0.786313,0.886872,1.996389
0.790503,0.886872,1.9967
0.794693,0.886872,1.996996
0.798883,0.886872,1.997276
0.803073,0.886872,1.997542
0.807263,0.886872,1.997792
0.811453,0.886872,1.998028
0.815642,0.886872,1.99825
0.819832,0.886872,1.998457
0.824022,0.886872,1.998651
0.828212,0.886872,1.99883
0.832402,0.886872,1.998996
0.836592,0.886872,1.999149
0.840782,0.886872,1.999288
0.844972,0.886872,1.999415
0.849162,0.886872,1.999528
0.853352,0.886872,1.999629
0.857542,0.886872,1.999717
0.861732,0.886872,1.999793
0.865922,0.886872,1.999857
0.870112,0.886872,1.999909
0.874302,0.886872,1.999949
0.878492,0.886872,1.999977
0.882682,0.886872,1.999994
0.886872,0.886872,2.0
0.891061,0.886872,1.999994
0.895251,0.886872,1.999978
0.899441,0.886872,1.99995
0.903631,0.886872,1.999912
0.907821,0.886872,1.999864
0.912011,0.886872,1.999805
0.916201,0.886872,1.999735
0.920391,0.886872,1.999656
0.924581,0.886872,1.999567
0.928771,0.886872,1.999467
0.932961,0.886872,1.999359
0.937151,0.886872,1.99924
0.941341,0.886872,1.999112
0.945531,0.886872,1.998975
0.949721,0.886872,1.998829
0.953911,0.886872,1.998674
0.958101,0.886872,1.99851
0.962291,0.886872,1.998337
0.96648,0.886872,1.998155
0.97067,0.886872,1.997965
0.97486,0.886872,1.997767
0.97905,0.886872,1.99756
0.98324,0.886872,1.997345
0.98743,0.886872,1.997122
0.99162,0.886872,1.996891
0.99581,0.886872,1.996653
1.0,0.886872,1.996406
0.25,0.891061,1.691743
0.25419,0.891061,1.697856
0.25838,0.891061,1.703868
0.26257,0.891061,1.709778
0.26676,0.891061,1.71559
0.27095,0.891061,1.721304
0.27514,0.891061,1.726922
0.27933,0.891061,1.732446
0.28352,0.891061,1.737878
0.287709,0.891061,1.743218
0.291899,0.891061,1.748468
0.296089,0.891061,1.75363
0.300279,0.891061,1.758705
0.304469,0.891061,1.763695
0.308659,0.891061,1.7686
0.312849,0.891061,1.773422
0.317039,0.891061,1.778163
0.321229,0.891061,1.782824
0.325419,0.891061,1.787405
0.329609,0.891061,1.791909
0.333799,0.891061,1.796336
0.337989,0.891061,1.800688
0.342179,0.891061,1.804965
0.346369,0.891061,1.80917
0.350559,0.891061,1.813302
0.354749,0.891061,1.817364
0.358939,0.891061,1.821355
0.363128,0.891061,1.825278
0.367318,0.891061,1.829133
0.371508,0.891061,1.832922
0.375698,0.891061,1.836645
0.379888,0.891061,1.840303
0.384078,0.891061,1.843898
0.388268,0.891061,1.84743
0.392458,0.891061,1.8509
0.396648,0.891061,1.854309
0.400838,0.891061,1.857658
0.405028,0.891061,1.860949
0.409218,0.891061,1.864181
0.413408,0.891061,1.867356
0.417598,0.891061,1.870474
0.421788,0.891061,1.873537
0.425978,0.891061,1.876545
0.430168,0.891061,1.879499
0.434358,0.891061,1.8824
0.438547,0.891061,1.885248
0.442737,0.891061,1.888045
0.446927,0.891061,1.890791
0.451117,0.891061,1.893487
0.455307,0.891061,1.896134
0.459497,0.891061,1.898732
0.463687,0.891061,1.901282
0.467877,0.891061,1.903785
0.472067,0.891061,1.906241
0.476257,0.891061,1.908652
0.480447,0.891061,1.911017
0.484637,0.891061,1.913338
0.488827,0.891061,1.915615
0.493017,0.891061,1.917848
0.497207,0.891061,1.920039
0.501397,0.891061,1.922188
0.505587,0.891061,1.924296
0.509777,0.891061,1.926363
0.513966,0.891061,1.92839
0.518156,0.891061,1.930377
0.522346,0.891061,1.932325
0.526536,0.891061,1.934234
0.530726,0.891061,1.936106
0.534916,0.891061,1.93794
0.539106,0.891061,1.939738
0.543296,0.891061,1.941499
0.547486,0.891061,1.943224
0.551676,0.891061,1.944914
0.555866,0.891061,1.94657
0.560056,0.891061,1.948191
0.564246,0.891061,1.949778
0.568436,0.891061,1.951332
0.572626,0.891061,1.952853
0.576816,0.891061,1.954342
0.581006,0.891061,1.955798
0.585196,0.891061,1.957224
0.589385,0.891061,1.958618
0.593575,0.891061,1.959982
0.597765,0.891061,1.961316
0.601955,0.891061,1.96262
0.606145,0.891061,1.963895
0.610335,0.891061,1.96514
0.614525,0.891061,1.966358
0.618715,0.891061,1.967547
0.622905,0.891061,1.968709
0.627095,0.891061,1.969844
0.631285,0.891061,1.970951
0.635475,0.891061,1.972032
0.639665,0.891061,1.973087
0.643855,0.891061,1.974117
0.648045,0.891061,1.975121
0.652235,0.891061,1.9761
0.656425,0.891061,1.977054
0.660615,0.891061,1.977984
0.664804,0.891061,1.978889
0.668994,0.891061,1.979772
0.673184,0.891061,1.980631
0.677374,0.891061,1.981467
0.681564,0.891061,1.98228
0.685754,0.891061,1.983071
0.689944,0.891061,1.98384
0.694134,0.891061,1.984587
0.698324,0.891061,1.985313
0.702514,0.891061,1.986017
0.706704,0.891061,1.986701
0.710894,0.891061,1.987364
0.715084,0.891061,1.988007
0.719274,0.891061,1.988631
0.723464,0.891061,1.989234
0.727654,0.891061,1.989818
0.731844,0.891061,1.990383
0.736034,0.891061,1.990929
0.740223,0.891061,1.991456
0.744413,0.891061,1.991965
0.748603,0.891061,1.992456
0.752793,0.891061,1.992929
0.756983,0.891061,1.993385
0.761173,0.891061,1.993823
0.765363,0.891061,1.994244
0.769553,0.891061,1.994648
0.773743,0.891061,1.995036
0.777933,0.891061,1.995407
0.782123,0.891061,1.995762
0.786313,0.891061,1.996102
0.790503,0.891061,1.996425
0.794693,0.891061,1.996733
0.798883,0.891061,1.997026
0.803073,0.891061,1.997303
0.807263,0.891061,1.997566
0.811453,0.891061,1.997814
0.815642,0.891061,1.998048
0.819832,0.891061,1.998267
0.824022,0.891061,1.998472
0.828212,0.891061,1.998664
0.832402,0.891061,1.998842
0.836592,0.891061,1.999006
0.840782,0.891061,1.999157
0.844972,0.891061,1.999295
0.849162,0.891061,1.99942
0.853352,0.891061,1.999533
0.857542,0.891061,1.999633
0.861732,0.891061,1.99972
0.865922,0.891061,1.999795
0.870112,0.891061,1.999859
0.874302,0.891061,1.99991
0.878492,0.891061,1.99995
0.882682,0.891061,1.999978
0.886872,0.891061,1.999994
0.891061,0.891061,2.0
0.895251,0.891061,1.999994
0.899441,0.891061,1.999978
0.903631,0.891061,1.999951
0.907821,0.891061,1.999913
0.912011,0.891061,1.999865
0.916201,0.891061,1.999807
0.920391,0.891061,1.999738
0.924581,0.891061,1.999659
0.928771,0.891061,1.999571
0.932961,0.891061,1.999472
0.937151,0.891061,1.999364
0.941341,0.891061,1.999247
0.945531,0.891061,1.99912
0.949721,0.891061,1.998985
0.953911,0.891061,1.99884
0.958101,0.891061,1.998686
0.962291,0.891061,1.998523
0.96648,0.891061,1.998352
0.97067,0.891061,1.998172
0.97486,0.891061,1.997983
0.97905,0.891061,1.997787
0.98324,0.891061,1.997582
0.98743,0.891061,1.997369
0.99162,0.891061,1.997148
0.99581,0.891061,1.996919
1.0,0.891061,1.996682
0.25,0.895251,1.690017
0.25419,0.895251,1.696131
0.25838,0.895251,1.702143
0.26257,0.895251,1.708055
0.26676,0.895251,1.713868
0.27095,0.895251,1.719585
0.27514,0.895251,1.725206
0.27933,0.895251,1.730733
0.28352,0.895251,1.736168
0.287709,0.895251,1.741511
0.291899,0.895251,1.746766
0.296089,0.895251,1.751933
0.300279,0.895251,1.757013
0.304469,0.895251,1.762007
0.308659,0.895251,1.766918
0.312849,0.895251,1.771747
0.317039,0.895251,1.776494
0.321229,0.895251,1.781161
0.325419,0.895251,1.785749
0.329609,0.895251,1.79026
0.333799,0.895251,1.794694
0.337989,0.895251,1.799054
0.342179,0.895251,1.803339
0.346369,0.895251,1.807552
0.350559,0.895251,1.811692
0.354749,0.895251,1.815763
0.358939,0.895251,1.819763
0.363128,0.895251,1.823695
0.367318,0.895251,1.82756
0.371508,0.895251,1.831358
0.375698,0.895251,1.83509
0.379888,0.895251,1.838759
0.384078,0.895251,1.842363
0.388268,0.895251,1.845906
0.392458,0.895251,1.849386
0.396648,0.895251,1.852806
0.400838,0.895251,1.856166
0.405028,0.895251,1.859467
0.409218,0.895251,1.862711
0.413408,0.895251,1.865897
0.417598,0.895251,1.869026
0.421788,0.895251,1.872101
0.425978,0.895251,1.87512
0.430168,0.895251,1.878086
0.434358,0.895251,1.880999
0.438547,0.895251,1.883859
0.442737,0.895251,1.886668
0.446927,0.895251,1.889427
0.451117,0.895251,1.892135
0.455307,0.895251,1.894794
0.459497,0.895251,1.897405
0.463687,0.895251,1.899967
0.467877,0.895251,1.902483
0.472067,0.895251,1.904952
0.476257,0.895251,1.907375
0.480447,0.895251,1.909753
0.484637,0.895251,1.912087
0.488827,0.895251,1.914377
0.493017,0.895251,1.916624
0.497207,0.895251,1.918828
0.501397,0.895251,1.92099
0.505587,0.895251,1.923111
0.509777,0.895251,1.925191
0.513966,0.895251,1.927231
0.518156,0.895251,1.929232
0.522346,0.895251,1.931193
0.526536,0.895251,1.933116
0.530726,0.895251,1.935001
0.534916,0.895251,1.936849
0.539106,0.895251,1.93866
0.543296,0.895251,1.940434
0.547486,0.895251,1.942173
0.551676,0.895251,1.943877
0.555866,0.895251,1.945546
0.560056,0.895251,1.947181
0.564246,0.895251,1.948781
0.568436,0.895251,1.950349
0.572626,0.895251,1.951884
0.576816,0.895251,1.953386
0.581006,0.895251,1.954857
0.585196,0.895251,1.956296
0.589385,0.895251,1.957704
0.593575,0.895251,1.959081
0.597765,0.895251,1.960429
0.601955,0.895251,1.961746
0.606145,0.895251,1.963035
0.610335,0.895251,1.964294
0.614525,0.895251,1.965525
0.618715,0.895251,1.966728
0.622905,0.895251,1.967904
0.627095,0.895251,1.969052
0.631285,0.895251,1.970173
0.635475,0.895251,1.971268
0.639665,0.895251,1.972336
0.643855,0.895251,1.973379
0.648045,0.895251,1.974396
0.652235,0.895251,1.975389
0.656425,0.895251,1.976356
0.660615,0.895251,1.9773
0.664804,0.895251,1.978219
0.668994,0.895251,1.979115
0.673184,0.895251,1.979987
0.677374,0.895251,1.980836
0.681564,0.895251,1.981663
0.685754,0.895251,1.982467
0.689944,0.895251,1.983249
0.694134,0.895251,1.984009
0.698324,0.895251,1.984748
0.702514,0.895251,1.985466
0.706704,0.895251,1.986163
0.710894,0.895251,1.986839
0.715084,0.895251,1.987495
0.719274,0.895251,1.988131
0.723464,0.895251,1.988748
0.727654,0.895251,1.989345
0.731844,0.895251,1.989922
0.736034,0.895251,1.990481
0.740223,0.895251,1.991021
0.744413,0.895251,1.991543
0.748603,0.895251,1.992047
0.752793,0.895251,1.992533
0.756983,0.895251,1.993001
0.761173,0.895251,1.993452
0.765363,0.895251,1.993885
0.769553,0.895251,1.994302
0.773743,0.895251,1.994702
0.777933,0.895251,1.995086
0.782123,0.895251,1.995453
0.786313,0.895251,1.995804
0.790503,0.895251,1.99614
0.794693,0.895251,1.99646
0.798883,0.895251,1.996765
0.803073,0.895251,1.997055
0.807263,0.895251,1.99733
0.811453,0.895251,1.99759
0.815642,0.895251,1.997835
0.819832,0.895251,1.998067
0.824022,0.895251,1.998284
0.828212,0.895251,1.998487
0.832402,0.895251,1.998677
0.836592,0.895251,1.998853
0.840782,0.895251,1.999016
0.844972,0.895251,1.999165
0.849162,0.895251,1.999302
0.853352,0.895251,1.999426
0.857542,0.895251,1.999537
0.861732,0.895251,1.999636
0.865922,0.895251,1.999723
0.870112,0.895251,1.999797
0.874302,0.895251,1.99986
0.878492,0.895251,1.999911
0.882682,0.895251,1.99995
0.886872,0.895251,1.999978
0.891061,0.895251,1.999994
0.895251,0.895251,2.0
0.899441,0.895251,1.999995
0.903631,0.895251,1.999978
0.907821,0.895251,1.999951
0.912011,0.895251,1.999914
0.916201,0.895251,1.999866
0.920391,0.895251,1.999808
0.924581,0.895251,1.99974
0.928771,0.895251,1.999662
0.932961,0.895251,1.999575
0.937151,0.895251,1.999477
0.941341,0.895251,1.99937
0.945531,0.895251,1.999254
0.949721,0.895251,1.999128
0.953911,0.895251,1.998994
0.958101,0.895251,1.99885
0.962291,0.895251,1.998698
0.96648,0.895251,1.998536
0.97067,0.895251,1.998367
0.97486,0.895251,1.998188
0.97905,0.895251,1.998001
0.98324,0.895251,1.997806
0.98743,0.895251,1.997603
0.99162,0.895251,1.997392
0.99581,0.895251,1.997173
1.0,0.895251,1.996946
0.25,0.899441,1.688299
0.25419,0.899441,1.694414
0.25838,0.899441,1.700426
0.26257,0.899441,1.706339
0.26676,0.899441,1.712154
0.27095,0.899441,1.717873
0.27514,0.899441,1.723496
0.27933,0.899441,1.729026
0.28352,0.899441,1.734464
0.287709,0.899441,1.739812
0.291899,0.899441,1.74507
0.296089,0.899441,1.750241
0.300279,0.899441,1.755326
0.304469,0.899441,1.760326
0.308659,0.899441,1.765242
0.312849,0.899441,1.770076
0.317039,0.899441,1.77483
0.321229,0.899441,1.779503
0.325419,0.899441,1.784098
0.329609,0.899441,1.788616
0.333799,0.899441,1.793058
0.337989,0.899441,1.797424
0.342179,0.899441,1.801718
0.346369,0.899441,1.805938
0.350559,0.899441,1.810087
0.354749,0.899441,1.814166
0.358939,0.899441,1.818175
0.363128,0.899441,1.822116
0.367318,0.899441,1.82599
0.371508,0.899441,1.829797
0.375698,0.899441,1.833539
0.379888,0.899441,1.837217
0.384078,0.899441,1.840832
0.388268,0.899441,1.844384
0.392458,0.899441,1.847875
0.396648,0.899441,1.851305
0.400838,0.899441,1.854676
0.405028,0.899441,1.857988
0.409218,0.899441,1.861242
0.413408,0.899441,1.864439
0.417598,0.899441,1.86758
0.421788,0.899441,1.870666
0.425978,0.899441,1.873697
0.430168,0.899441,1.876674
0.434358,0.899441,1.879599
0.438547,0.899441,1.882471
0.442737,0.899441,1.885292
0.446927,0.899441,1.888062
0.451117,0.899441,1.890783
0.455307,0.899441,1.893454
0.459497,0.899441,1.896077
0.463687,0.899441,1.898652
0.467877,0.899441,1.90118
0.472067,0.899441,1.903662
0.476257,0.899441,1.906098
0.480447,0.899441,1.908488
0.484637,0.899441,1.910835
0.488827,0.899441,1.913138
0.493017,0.899441,1.915397
0.497207,0.899441,1.917614
0.501397,0.899441,1.91979
0.505587,0.899441,1.921924
0.509777,0.899441,1.924017
0.513966,0.899441,1.92607
0.518156,0.899441,1.928084
0.522346,0.899441,1.930059
0.526536,0.899441,1.931995
0.530726,0.899441,1.933893
0.534916,0.899441,1.935754
0.539106,0.899441,1.937579
0.543296,0.899441,1.939367
0.547486,0.899441,1.941119
0.551676,0.899441,1.942836
0.555866,0.899441,1.944519
0.560056,0.899441,1.946167
0.564246,0.899441,1.947781
0.568436,0.899441,1.949362
0.572626,0.899441,1.95091
0.576816,0.899441,1.952426
0.581006,0.899441,1.95391
0.585196,0.899441,1.955363
0.589385,0.899441,1.956784
0.593575,0.899441,1.958175
0.597765,0.899441,1.959536
0.601955,0.899441,1.960868
0.606145,0.899441,1.96217
0.610335,0.899441,1.963443
0.614525,0.899441,1.964687
0.618715,0.899441,1.965904
0.622905,0.899441,1.967093
0.627095,0.899441,1.968254
0.631285,0.899441,1.969389
0.635475,0.899441,1.970497
0.639665,0.899441,1.971579
0.643855,0.899441,1.972635
0.648045,0.899441,1.973666
0.652235,0.899441,1.974672
0.656425,0.899441,1.975653
0.660615,0.899441,1.976609
0.664804,0.899441,1.977542
0.668994,0.899441,1.978451
0.673184,0.899441,1.979336
0.677374,0.899441,1.980199
0.681564,0.899441,1.981039
0.685754,0.899441,1.981856
0.689944,0.899441,1.982651
0.694134,0.899441,1.983425
0.698324,0.899441,1.984177
0.702514,0.899441,1.984907
0.706704,0.899441,1.985617
0.710894,0.899441,1.986306
0.715084,0.899441,1.986975
0.719274,0.899441,1.987624
0.723464,0.899441,1.988254
0.727654,0.899441,1.988863
0.731844,0.899441,1.989454
0.736034,0.899441,1.990025
0.740223,0.899441,1.990578
0.744413,0.899441,1.991113
0.748603,0.899441,1.991629
0.752793,0.899441,1.992127
0.756983,0.899441,1.992608
0.761173,0.899441,1.993071
0.765363,0.899441,1.993517
0.769553,0.899441,1.993946
0.773743,0.899441,1.994359
0.777933,0.899441,1.994755
0.782123,0.899441,1.995134
0.786313,0.899441,1.995498
0.790503,0.899441,1.995846
0.794693,0.899441,1.996178
0.798883,0.899441,1.996495
0.803073,0.899441,1.996797
0.807263,0.899441,1.997084
0.811453,0.899441,1.997356
0.815642,0.899441,1.997613
0.819832,0.899441,1.997856
0.824022,0.899441,1.998085
0.828212,0.899441,1.9983
0.832402,0.899441,1.998502
0.836592,0.899441,1.99869
0.840782,0.899441,1.998864
0.844972,0.899441,1.999025
0.849162,0.899441,1.999173
0.853352,0.899441,1.999309
0.857542,0.899441,1.999431
0.861732,0.899441,1.999542
0.865922,0.899441,1.999639
0.870112,0.899441,1.999725
0.874302,0.899441,1.999799
0.878492,0.899441,1.999861
0.882682,0.899441,1.999912
0.886872,0.899441,1.99995
0.891061,0.899441,1.999978
0.895251,0.899441,1.999995
0.899441,0.899441,2.0
0.903631,0.899441,1.999995
0.907821,0.899441,1.999979
0.912011,0.899441,1.999952
0.916201,0.899441,1.999915
0.920391,0.899441,1.999867
0.924581,0.899441,1.99981
0.928771,0.899441,1.999743
0.932961,0.899441,1.999665
0.937151,0.899441,1.999578
0.941341,0.899441,1.999482
0.945531,0.899441,1.999376
0.949721,0.899441,1.999261
0.953911,0.899441,1.999136
0.958101,0.899441,1.999003
0.962291,0.899441,1.99886
0.96648,0.899441,1.998709
0.97067,0.899441,1.998549
0.97486,0.899441,1.998381
0.97905,0.899441,1.998204
0.98324,0.899441,1.998019
0.98743,0.899441,1.997826
0.99162,0.899441,1.997624
0.99581,0.899441,1.997415
1.0,0.899441,1.997198
0.25,0.903631,1.686589
0.25419,0.903631,1.692704
0.25838,0.903631,1.698717
0.26257,0.903631,1.704631
0.26676,0.903631,1.710448
0.27095,0.903631,1.716168
0.27514,0.903631,1.721794
0.27933,0.903631,1.727327
0.28352,0.903631,1.732768
0.287709,0.903631,1.738119
0.291899,0.903631,1.743381
0.296089,0.903631,1.748557
0.300279,0.903631,1.753646
0.304469,0.903631,1.758651
0.308659,0.903631,1.763572
0.312849,0.903631,1.768412
0.317039,0.903631,1.773171
0.321229,0.903631,1.777851
0.325419,0.903631,1.782452
0.329609,0.903631,1.786977
0.333799,0.903631,1.791426
0.337989,0.903631,1.7958
0.342179,0.903631,1.8001
0.346369,0.903631,1.804329
0.350559,0.903631,1.808486
0.354749,0.903631,1.812573
0.358939,0.903631,1.816591
0.363128,0.903631,1.82054
0.367318,0.903631,1.824423
0.371508,0.903631,1.82824
0.375698,0.903631,1.831991
0.379888,0.903631,1.835679
0.384078,0.903631,1.839303
0.388268,0.903631,1.842865
0.392458,0.903631,1.846366
0.396648,0.903631,1.849807
0.400838,0.903631,1.853188
0.405028,0.903631,1.856511
0.409218,0.903631,1.859776
0.413408,0.903631,1.862984
0.417598,0.903631,1.866136
0.421788,0.903631,1.869232
0.425978,0.903631,1.872275
0.430168,0.903631,1.875264
0.434358,0.903631,1.8782
0.438547,0.903631,1.881084
0.442737,0.903631,1.883916
0.446927,0.903631,1.886699
0.451117,0.903631,1.889431
0.455307,0.903631,1.892114
0.459497,0.903631,1.894749
0.463687,0.903631,1.897337
0.467877,0.903631,1.899877
0.472067,0.903631,1.902371
0.476257,0.903631,1.904819
0.480447,0.903631,1.907223
0.484637,0.903631,1.909582
0.488827,0.903631,1.911897
0.493017,0.903631,1.91417
0.497207,0.903631,1.9164
0.501397,0.903631,1.918588
0.505587,0.903631,1.920735
0.509777,0.903631,1.922841
0.513966,0.903631,1.924907
0.518156,0.903631,1.926934
0.522346,0.903631,1.928922
0.526536,0.903631,1.930871
0.530726,0.903631,1.932783
0.534916,0.903631,1.934657
0.539106,0.903631,1.936495
0.543296,0.903631,1.938296
0.547486,0.903631,1.940062
0.551676,0.903631,1.941792
0.555866,0.903631,1.943488
0.560056,0.903631,1.945149
0.564246,0.903631,1.946777
0.568436,0.903631,1.948371
0.572626,0.903631,1.949933
0.576816,0.903631,1.951462
0.581006,0.903631,1.95296
0.585196,0.903631,1.954426
0.589385,0.903631,1.955861
0.593575,0.903631,1.957265
0.597765,0.903631,1.958639
0.601955,0.903631,1.959984
0.606145,0.903631,1.961299
0.610335,0.903631,1.962586
0.614525,0.903631,1.963844
0.618715,0.903631,1.965074
0.622905,0.903631,1.966276
0.627095,0.903631,1.967451
0.631285,0.903631,1.968599
0.635475,0.903631,1.96972
0.639665,0.903631,1.970816
0.643855,0.903631,1.971885
0.648045,0.903631,1.972929
0.652235,0.903631,1.973948
0.656425,0.903631,1.974943
0.660615,0.903631,1.975912
0.664804,0.903631,1.976858
0.668994,0.903631,1.97778
0.673184,0.903631,1.978679
0.677374,0.903631,1.979554
0.681564,0.903631,1.980407
0.685754,0.903631,1.981238
0.689944,0.903631,1.982046
0.694134,0.903631,1.982832
0.698324,0.903631,1.983597
0.702514,0.903631,1.984341
0.706704,0.903631,1.985064
0.710894,0.903631,1.985766
0.715084,0.903631,1.986448
0.719274,0.903631,1.987109
0.723464,0.903631,1.987751
0.727654,0.903631,1.988374
0.731844,0.903631,1.988977
0.736034,0.903631,1.989561
0.740223,0.903631,1.990127
0.744413,0.903631,1.990674
0.748603,0.903631,1.991203
0.752793,0.903631,1.991713
0.756983,0.903631,1.992206
0.761173,0.903631,1.992682
0.765363,0.903631,1.993141
0.769553,0.903631,1.993582
0.773743,0.903631,1.994007
0.777933,0.903631,1.994415
0.782123,0.903631,1.994807
0.786313,0.903631,1.995183
0.790503,0.903631,1.995543
0.794693,0.903631,1.995887
0.798883,0.903631,1.996216
0.803073,0.903631,1.996529
0.807263,0.903631,1.996828
0.811453,0.903631,1.997112
0.815642,0.903631,1.997381
0.819832,0.903631,1.997636
0.824022,0.903631,1.997877
0.828212,0.903631,1.998104
0.832402,0.903631,1.998317
0.836592,0.903631,1.998516
0.840782,0.903631,1.998702
0.844972,0.903631,1.998875
0.849162,0.903631,1.999034
0.853352,0.903631,1.999181
0.857542,0.903631,1.999315
0.861732,0.903631,1.999437
0.865922,0.903631,1.999546
0.870112,0.903631,1.999643
0.874302,0.903631,1.999728
0.878492,0.903631,1.999801
0.882682,0.903631,1.999862
0.886872,0.903631,1.999912
0.891061,0.903631,1.999951
0.895251,0.903631,1.999978
0.899441,0.903631,1.999995
0.903631,0.903631,2.0
0.907821,0.903631,1.999995
0.912011,0.903631,1.999979
0.916201,0.903631,1.999952
0.920391,0.903631,1.999916
0.924581,0.903631,1.999869
0.928771,0.903631,1.999812
0.932961,0.903631,1.999745
0.937151,0.903631,1.999668
0.941341,0.903631,1.999582
0.945531,0.903631,1.999487
0.949721,0.903631,1.999382
0.953911,0.903631,1.999267
0.958101,0.903631,1.999144
0.962291,0.903631,1.999012
0.96648,0.903631,1.998871
0.97067,0.903631,1.998721
0.97486,0.903631,1.998562
0.97905,0.903631,1.998395
0.98324,0.903631,1.99822
0.98743,0.903631,1.998037
0.99162,0.903631,1.997845
0.99581,0.903631,1.997645
1.0,0.903631,1.997438
0.25,0.907821,1.684888
0.25419,0.907821,1.691002
0.25838,0.907821,1.697016
0.26257,0.907821,1.702931
0.26676,0.907821,1.708749
0.27095,0.907821,1.714471
0.27514,0.907821,1.720099
0.27933,0.907821,1.725634
0.28352,0.907821,1.731078
0.287709,0.907821,1.736433
0.291899,0.907821,1.741699
0.296089,0.907821,1.746878
0.300279,0.907821,1.751972
0.304469,0.907821,1.756982
0.308659,0.907821,1.761908
0.312849,0.907821,1.766753
0.317039,0.907821,1.771518
0.321229,0.907821,1.776204
0.325419,0.907821,1.780812
0.329609,0.907821,1.785343
0.333799,0.907821,1.789799
0.337989,0.907821,1.79418
0.342179,0.907821,1.798488
0.346369,0.907821,1.802724
0.350559,0.907821,1.806889
0.354749,0.907821,1.810984
0.358939,0.907821,1.81501
0.363128,0.907821,1.818969
0.367318,0.907821,1.82286
0.371508,0.907821,1.826686
0.375698,0.907821,1.830446
0.379888,0.907821,1.834143
0.384078,0.907821,1.837777
0.388268,0.907821,1.841349
0.392458,0.907821,1.84486
0.396648,0.907821,1.848311
0.400838,0.907821,1.851702
0.405028,0.907821,1.855035
0.409218,0.907821,1.858311
0.413408,0.907821,1.86153
0.417598,0.907821,1.864693
0.421788,0.907821,1.8678
0.425978,0.907821,1.870854
0.430168,0.907821,1.873854
0.434358,0.907821,1.876801
0.438547,0.907821,1.879697
0.442737,0.907821,1.882541
0.446927,0.907821,1.885335
0.451117,0.907821,1.888079
0.455307,0.907821,1.890775
0.459497,0.907821,1.893422
0.463687,0.907821,1.896021
0.467877,0.907821,1.898573
0.472067,0.907821,1.90108
0.476257,0.907821,1.903541
0.480447,0.907821,1.905956
0.484637,0.907821,1.908328
0.488827,0.907821,1.910656
0.493017,0.907821,1.912941
0.497207,0.907821,1.915184
0.501397,0.907821,1.917385
0.505587,0.907821,1.919544
0.509777,0.907821,1.921663
0.513966,0.907821,1.923742
0.518156,0.907821,1.925782
0.522346,0.907821,1.927783
0.526536,0.907821,1.929745
0.530726,0.907821,1.93167
0.534916,0.907821,1.933557
0.539106,0.907821,1.935408
0.543296,0.907821,1.937222
0.547486,0.907821,1.939001
0.551676,0.907821,1.940745
0.555866,0.907821,1.942454
0.560056,0.907821,1.944128
0.564246,0.907821,1.945769
0.568436,0.907821,1.947377
0.572626,0.907821,1.948952
0.576816,0.907821,1.950494
0.581006,0.907821,1.952005
0.585196,0.907821,1.953484
0.589385,0.907821,1.954933
0.593575,0.907821,1.95635
0.597765,0.907821,1.957738
0.601955,0.907821,1.959096
0.606145,0.907821,1.960424
0.610335,0.907821,1.961724
0.614525,0.907821,1.962995
0.618715,0.907821,1.964239
0.622905,0.907821,1.965454
0.627095,0.907821,1.966642
0.631285,0.907821,1.967803
0.635475,0.907821,1.968938
0.639665,0.907821,1.970047
0.643855,0.907821,1.971129
0.648045,0.907821,1.972187
0.652235,0.907821,1.973219
0.656425,0.907821,1.974226
0.660615,0.907821,1.975209
0.664804,0.907821,1.976168
0.668994,0.907821,1.977103
0.673184,0.907821,1.978015
0.677374,0.907821,1.978903
0.681564,0.907821,1.979769
0.685754,0.907821,1.980612
0.689944,0.907821,1.981434
0.694134,0.907821,1.982233
0.698324,0.907821,1.983011
0.702514,0.907821,1.983767
0.706704,0.907821,1.984503
0.710894,0.907821,1.985218
0.715084,0.907821,1.985912
0.719274,0.907821,1.986587
0.723464,0.907821,1.987241
0.727654,0.907821,1.987877
0.731844,0.907821,1.988492
0.736034,0.907821,1.989089
0.740223,0.907821,1.989667
0.744413,0.907821,1.990227
0.748603,0.907821,1.990768
0.752793,0.907821,1.991291
0.756983,0.907821,1.991797
0.761173,0.907821,1.992285
0.765363,0.907821,1.992755
0.769553,0.907821,1.993209
0.773743,0.907821,1.993646
0.777933,0.907821,1.994066
