label,a,zeta,n_star,risk_star
operational degraded,0.4166666666666667,0.006368249944718587,35.48979236318257,0.2260078682549116
operational degraded,0.4166666666666667,0.00651733960488242,34.91476822970256,0.227551401778731
operational degraded,0.4166666666666667,0.006669919663030122,34.34906093726518,0.2291054769520849
operational degraded,0.4166666666666667,0.006826071834272393,33.792519529550596,0.23067016576976515
operational degraded,0.4166666666666667,0.0069858797467852495,33.244995496112054,0.23224554071825607
operational degraded,0.4166666666666667,0.007149428986597577,32.70634273274648,0.23383167477909275
operational degraded,0.4166666666666667,0.007316807143427192,32.17641750250737,0.2354286414322417
operational degraded,0.4166666666666667,0.007488103857590023,31.65507839734919,0.23703651465950512
operational degraded,0.4166666666666667,0.007663410868007463,31.142186300393398,0.23865536894794795
operational degraded,0.4166666666666667,0.007842822061337682,30.6376043488057,0.24028527929334872
operational degraded,0.4166666666666667,0.008026433522257174,30.141197897274814,0.2419263212036741
operational degraded,0.4166666666666667,0.008214343584919423,29.652834482083062,0.24357857070257652
operational degraded,0.4166666666666667,0.008406652885618326,29.17238378575902,0.2452421043329164
operational degraded,0.4166666666666667,0.00860346441668451,28.69971760230297,0.24691699916030777
operational degraded,0.4166666666666667,0.008804883581643464,28.234709802975708,0.24860333277668864
operational degraded,0.4166666666666667,0.009011018251665018,27.777236302641604,0.25030118330391565
operational degraded,0.4166666666666667,0.009221978823334321,27.327175026657187,0.25201062939738317
operational degraded,0.4166666666666667,0.009437878277775381,26.884405878296025,0.2537317502496669
operational degraded,0.4166666666666667,0.009658832241158708,26.44881070670155,0.25546462559419264
operational degraded,0.4166666666666667,0.009884959046625586,26.020273275359024,0.25720933570893023
operational degraded,0.4166666666666667,0.01011637979766207,25.598679231078325,0.25896596142011247
operational degraded,0.4166666666666667,0.010353218432956621,25.1839160734794,0.2607345841059795
operational degraded,0.4166666666666667,0.010595601792776159,24.775873124972062,0.2625152857005487
operational degraded,0.4166666666666667,0.010843659686896103,24.374441501222194,0.26430814869741054
operational degraded,0.4166666666666667,0.011097524964120722,23.979514082096465,0.26611325615354997
operational degraded,0.4166666666666667,0.01135733358343105,23.590985483077837,0.2679306916931944
operational degraded,0.4166666666666667,0.011623224686798524,23.208752027144197,0.26976053951168777
operational degraded,0.4166666666666667,0.011895340673703195,22.83271171710265,0.27160288437939073
operational degraded,0.4166666666666667,0.012173827277396614,22.462764208372036,0.27345781164560795
operational degraded,0.4166666666666667,0.012458833642950081,22.098810782206463,0.2753254072425419
operational degraded,0.4166666666666667,0.012750512407130135,21.740754319352654,0.27720575768927413
operational degraded,0.4166666666666667,0.013049019780144023,21.388499274134166,0.27909895009577285
operational degraded,0.4166666666666667,0.013354515629298987,21.04195164895544,0.28100507216692905
operational degraded,0.4166666666666667,0.013667163564620066,20.701018969219014,0.282924212206619
operational degraded,0.4166666666666667,0.013987131026472387,20.36561025864911,0.28485645912179536
operational degraded,0.4166666666666667,0.014314589375234792,20.035636015015033,0.2868019024266058
operational degraded,0.4166666666666667,0.014649713983072856,19.71100818624794,0.2887606322465401
operational degraded,0.4166666666666667,0.014992684327860457,19.39164014694453,0.2907327393226049
operational degraded,0.4166666666666667,0.015343684089300124,19.077446675251494,0.292718315015528
operational degraded,0.4166666666666667,0.015702901247293774,18.768343930124473,0.29471745130999016
operational degraded,0.4166666666666667,0.01607052818261639,18.46424942895543,0.29673024081888694
operational degraded,0.4166666666666667,0.016446761779946636,18.165082025562604,0.2987567767876187
operational degraded,0.4166666666666667,0.016831803533309566,17.870761888536986,0.3007971530984108
operational degraded,0.4166666666666667,0.017225859653987867,17.581210479939724,0.3028514642746624
operational degraded,0.4166666666666667,0.01762914118095948,17.296350534344633,0.30491980548532555
operational degraded,0.4166666666666667,0.018041864093920727,17.016106038220276,0.3070022725493141
operational degraded,0.4166666666666667,0.018464249428955436,16.74040220964611,0.3090989619399426
operational degraded,0.4166666666666667,0.018896523396912095,16.469165478357283,0.31120997078939544
operational degraded,0.4166666666666667,0.01933891750455231,16.202323466112773,0.31333539689322704
operational degraded,0.4166666666666667,0.019791668678535573,15.939804967381576,0.31547533871489175
operational degraded,0.4166666666666667,0.020255019392306676,15.68153993034186,0.31762989539030595
operational degraded,0.4166666666666667,0.02072921779595371,15.427459438187963,0.31979916673244
operational degraded,0.4166666666666667,0.021214517849106298,15.177495690740255,0.3219832532359431
operational degraded,0.4166666666666667,0.02171117945694504,14.931581986353,0.32418225608179796
operational degraded,0.4166666666666667,0.02221946860939524,14.689652704115336,0.32639627714200864
operational degraded,0.4166666666666667,0.022739657523579287,14.451643286340627,0.3286254189843198
operational degraded,0.4166666666666667,0.023272024789604086,14.217490221339572,0.3308697848769683
operational degraded,0.4166666666666667,0.023816855519761582,13.987131026472381,0.33312947879346727
operational degraded,0.4166666666666667,0.024374441501222206,13.760504231475613,0.33540460541742306
operational degraded,0.4166666666666667,0.024945081352303167,13.537549362059103,0.3376952701473842
operational degraded,0.4166666666666667,0.025529080682395178,13.318206923768686,0.34000157910172496
operational degraded,0.4166666666666667,0.026126752255633278,13.102418386110395,0.3423236391235608
operational degraded,0.4166666666666667,0.026738416158399468,12.890126166931848,0.3446615577856984
operational degraded,0.4166666666666667,0.027364399970746706,12.681273617056759,0.347015443395619
operational degraded,0.4166666666666667,0.02800503894183631,12.475805005168345,0.3493854050004959
operational degraded,0.4166666666666667,0.028660676169482518,12.2736655029377,0.3517715523922463
operational degraded,0.4166666666666667,0.02933166278390044,12.074801170393116,0.3541739961126173
operational degraded,0.4166666666666667,0.03001835813575589,11.879158941526432,0.3565928474583073
operational degraded,0.4166666666666667,0.030721129988617576,11.686686610132657,0.35902821848612193
operational degraded,0.4166666666666667,0.031440354715915,11.497332815878972,0.36148022201816477
operational degraded,0.4166666666666667,0.03217641750250737,11.311047030599461,0.3639489716470646
operational degraded,0.4166666666666667,0.03292971255097151,11.127779544811922,0.36643458174123733
