scenario,seed,n_star_true,n_hat_ucurve,n_hat_param,abs_err_ucurve,abs_err_param,rel_err_ucurve,rel_err_param,coverage_ucurve,coverage_param
piecewise,28,30.0,5.0,8.077244741523458,25.0,21.922755258476542,0.8333333333333334,0.7307585086158848,1.0,1.0
piecewise,29,30.0,22.0,8.269144176776376,8.0,21.730855823223624,0.26666666666666666,0.7243618607741208,1.0,1.0
piecewise,30,30.0,5.0,7.735320848414295,25.0,22.264679151585703,0.8333333333333334,0.7421559717195234,1.0,1.0
piecewise,31,30.0,5.0,7.947105170889285,25.0,22.052894829110716,0.8333333333333334,0.7350964943036905,1.0,1.0
piecewise,32,30.0,16.0,8.089187582339369,14.0,21.91081241766063,0.4666666666666667,0.730360413922021,1.0,1.0
piecewise,33,30.0,5.0,8.086783605559232,25.0,21.913216394440767,0.8333333333333334,0.7304405464813589,1.0,1.0
piecewise,34,30.0,5.0,7.962764475303104,25.0,22.037235524696897,0.8333333333333334,0.7345745174898966,1.0,1.0
piecewise,35,30.0,5.0,8.05712503574666,25.0,21.942874964253342,0.8333333333333334,0.7314291654751114,1.0,1.0
piecewise,36,30.0,5.0,8.188089273767948,25.0,21.81191072623205,0.8333333333333334,0.7270636908744017,1.0,1.0
piecewise,37,30.0,30.0,8.146859853312174,0.0,21.853140146687828,0.0,0.7284380048895943,1.0,1.0
piecewise,38,30.0,33.0,7.862303571974308,3.0,22.13769642802569,0.1,0.737923214267523,1.0,1.0
piecewise,39,30.0,22.0,8.08688608147205,8.0,21.913113918527948,0.26666666666666666,0.7304371306175983,1.0,1.0
piecewise,40,30.0,5.0,8.291579943642853,25.0,21.70842005635715,0.8333333333333334,0.7236140018785716,1.0,1.0
piecewise,41,30.0,5.0,8.19673798296518,25.0,21.803262017034818,0.8333333333333334,0.7267754005678273,1.0,1.0
piecewise,42,30.0,5.0,8.12547154591115,25.0,21.87452845408885,0.8333333333333334,0.7291509484696284,1.0,1.0
piecewise,43,30.0,24.0,8.109402868325978,6.0,21.89059713167402,0.2,0.7296865710558007,1.0,1.0
piecewise,44,30.0,5.0,7.910372384912481,25.0,22.08962761508752,0.8333333333333334,0.7363209205029173,1.0,1.0
piecewise,45,30.0,5.0,8.117759610276243,25.0,21.882240389723755,0.8333333333333334,0.7294080129907918,1.0,1.0
piecewise,46,30.0,22.0,8.17433104806627,8.0,21.82566895193373,0.26666666666666666,0.7275222983977909,1.0,1.0
piecewise,47,30.0,5.0,8.282337543292808,25.0,21.717662456707192,0.8333333333333334,0.7239220818902398,1.0,1.0
piecewise,48,30.0,24.0,7.863512461223118,6.0,22.136487538776883,0.2,0.7378829179592294,1.0,1.0
piecewise,49,30.0,37.0,8.06398699206306,7.0,21.936013007936943,0.23333333333333334,0.7312004335978981,1.0,1.0
piecewise,50,30.0,30.0,8.272470600822361,0.0,21.72752939917764,0.0,0.724250979972588,1.0,1.0
piecewise,51,30.0,5.0,8.093612757447573,25.0,21.906387242552427,0.8333333333333334,0.7302129080850809,1.0,1.0
piecewise,52,30.0,5.0,8.025430117119681,25.0,21.974569882880317,0.8333333333333334,0.7324856627626772,1.0,1.0
piecewise,53,30.0,5.0,7.912001239774636,25.0,22.087998760225364,0.8333333333333334,0.7362666253408455,1.0,1.0
piecewise,54,30.0,5.0,7.990772759246949,25.0,22.009227240753052,0.8333333333333334,0.7336409080251017,1.0,1.0
piecewise,55,30.0,5.0,8.06709379621084,25.0,21.93290620378916,0.8333333333333334,0.7310968734596386,1.0,1.0
piecewise,56,30.0,37.0,7.978080208003215,7.0,22.021919791996787,0.23333333333333334,0.7340639930665596,1.0,1.0
piecewise,57,30.0,5.0,7.922145246673256,25.0,22.077854753326744,0.8333333333333334,0.7359284917775581,1.0,1.0
piecewise,58,30.0,5.0,8.376951023063121,25.0,21.62304897693688,0.8333333333333334,0.7207682992312293,1.0,1.0
piecewise,59,30.0,5.0,7.891745849962612,25.0,22.10825415003739,0.8333333333333334,0.7369418050012463,1.0,1.0
piecewise,60,30.0,5.0,7.893185579878263,25.0,22.106814420121736,0.8333333333333334,0.7368938140040578,1.0,1.0
piecewise,61,30.0,5.0,8.054769772040492,25.0,21.945230227959506,0.8333333333333334,0.7315076742653168,1.0,1.0
piecewise,62,30.0,5.0,8.453355616925009,25.0,21.54664438307499,0.8333333333333334,0.718221479435833,1.0,1.0
piecewise,63,30.0,24.0,7.66321912444046,6.0,22.33678087555954,0.2,0.7445593625186514,1.0,1.0
piecewise,64,30.0,5.0,8.220540614258462,25.0,21.77945938574154,0.8333333333333334,0.725981979524718,1.0,1.0
piecewise,65,30.0,5.0,8.182232574424182,25.0,21.817767425575816,0.8333333333333334,0.7272589141858605,1.0,1.0
piecewise,66,30.0,5.0,8.108456511682093,25.0,21.891543488317907,0.8333333333333334,0.7297181162772636,1.0,1.0
piecewise,67,30.0,27.0,7.981557594855344,3.0,22.018442405144654,0.1,0.7339480801714885,1.0,1.0
piecewise,68,30.0,30.0,7.748168534472507,0.0,22.251831465527495,0.0,0.7417277155175832,1.0,1.0
piecewise,69,30.0,5.0,7.841337475882976,25.0,22.158662524117023,0.8333333333333334,0.7386220841372341,1.0,1.0
piecewise,70,30.0,5.0,8.001161615517063,25.0,21.998838384482937,0.8333333333333334,0.7332946128160979,1.0,1.0
piecewise,71,30.0,5.0,8.0739093818727,25.0,21.9260906181273,0.8333333333333334,0.7308696872709101,1.0,1.0
piecewise,72,30.0,5.0,8.195415395166581,25.0,21.80458460483342,0.8333333333333334,0.7268194868277806,1.0,1.0
piecewise,73,30.0,20.0,8.273705735780618,10.0,21.726294264219383,0.3333333333333333,0.7242098088073128,1.0,1.0
piecewise,74,30.0,33.0,7.967262985605005,3.0,22.032737014394996,0.1,0.7344245671464998,1.0,1.0
piecewise,75,30.0,5.0,7.967538275749949,25.0,22.03246172425005,0.8333333333333334,0.7344153908083351,1.0,1.0
piecewise,76,30.0,5.0,7.851280526912203,25.0,22.148719473087798,0.8333333333333334,0.7382906491029266,1.0,1.0
piecewise,77,30.0,5.0,8.143721667992013,25.0,21.85627833200799,0.8333333333333334,0.728542611066933,1.0,1.0
piecewise,78,30.0,5.0,7.755040270775036,25.0,22.244959729224963,0.8333333333333334,0.7414986576408321,1.0,1.0
piecewise,79,30.0,5.0,8.091280615244731,25.0,21.90871938475527,0.8333333333333334,0.7302906461585089,1.0,1.0
piecewise,80,30.0,5.0,8.131079980018225,25.0,21.868920019981775,0.8333333333333334,0.7289640006660592,1.0,1.0
piecewise,81,30.0,5.0,7.77649086080889,25.0,22.22350913919111,0.8333333333333334,0.7407836379730369,1.0,1.0
piecewise,82,30.0,27.0,8.139002781229477,3.0,21.86099721877052,0.1,0.7286999072923507,1.0,1.0
piecewise,83,30.0,5.0,8.119459960413973,25.0,21.880540039586027,0.8333333333333334,0.7293513346528676,1.0,1.0
piecewise,84,30.0,5.0,8.34399811438832,25.0,21.65600188561168,0.8333333333333334,0.7218667295203893,1.0,1.0
piecewise,85,30.0,37.0,8.260773675853724,7.0,21.739226324146276,0.23333333333333334,0.7246408774715426,1.0,1.0
piecewise,86,30.0,5.0,8.065421038933236,25.0,21.934578961066762,0.8333333333333334,0.7311526320355587,0.0,0.0
piecewise,87,30.0,5.0,7.9873191856147665,25.0,22.012680814385234,0.8333333333333334,0.7337560271461745,1.0,1.0
piecewise,88,30.0,5.0,8.122994487233697,25.0,21.877005512766303,0.8333333333333334,0.7292335170922101,1.0,1.0
piecewise,89,30.0,5.0,7.983301348360962,25.0,22.01669865163904,0.8333333333333334,0.7338899550546346,1.0,1.0
piecewise,90,30.0,5.0,7.744238722207209,25.0,22.255761277792793,0.8333333333333334,0.7418587092597597,1.0,1.0
piecewise,91,30.0,5.0,8.025148642542439,25.0,21.97485135745756,0.8333333333333334,0.7324950452485853,1.0,1.0
piecewise,92,30.0,5.0,8.434947250435362,25.0,21.565052749564636,0.8333333333333334,0.7188350916521545,1.0,1.0
piecewise,93,30.0,5.0,7.833509199458421,25.0,22.16649080054158,0.8333333333333334,0.7388830266847194,1.0,1.0
piecewise,94,30.0,20.0,8.218788750022304,10.0,21.781211249977694,0.3333333333333333,0.7260403749992564,1.0,1.0
piecewise,95,30.0,5.0,7.929780413130095,25.0,22.070219586869904,0.8333333333333334,0.7356739862289968,1.0,1.0
piecewise,96,30.0,5.0,8.053155609326396,25.0,21.946844390673604,0.8333333333333334,0.7315614796891201,1.0,1.0
piecewise,97,30.0,22.0,8.278527425359867,8.0,21.72147257464013,0.26666666666666666,0.7240490858213378,1.0,1.0
piecewise,98,30.0,5.0,7.954862465590643,25.0,22.045137534409356,0.8333333333333334,0.7348379178136452,1.0,1.0
piecewise,99,30.0,5.0,7.996234769096109,25.0,22.00376523090389,0.8333333333333334,0.7334588410301297,1.0,1.0
mixed,0,14.0,16.0,9.065293721193036,2.0,4.9347062788069636,0.14285714285714285,0.3524790199147831,1.0,1.0
mixed,1,14.0,5.0,8.89501256316012,9.0,5.104987436839879,0.6428571428571429,0.3646419597742771,1.0,1.0
mixed,2,14.0,5.0,8.983734259994412,9.0,5.016265740005588,0.6428571428571429,0.3583046957146849,1.0,1.0
mixed,3,14.0,13.0,9.100099457308206,1.0,4.899900542691794,0.07142857142857142,0.34999289590655674,1.0,1.0
mixed,4,14.0,5.0,9.012832023297483,9.0,4.987167976702517,0.6428571428571429,0.3562262840501798,1.0,1.0
mixed,5,14.0,5.0,9.018079394491716,9.0,4.981920605508284,0.6428571428571429,0.3558514718220203,1.0,1.0
mixed,6,14.0,20.0,8.707040603799182,6.0,5.292959396200818,0.42857142857142855,0.3780685283000584,1.0,1.0
mixed,7,14.0,5.0,9.153800286623145,9.0,4.846199713376855,0.6428571428571429,0.34615712238406104,1.0,1.0
mixed,8,14.0,5.0,9.141988223719311,9.0,4.858011776280689,0.6428571428571429,0.34700084116290636,1.0,1.0
mixed,9,14.0,16.0,8.916526038992924,2.0,5.083473961007076,0.14285714285714285,0.3631052829290769,1.0,1.0
mixed,10,14.0,5.0,9.192042443251488,9.0,4.807957556748512,0.6428571428571429,0.34342553976775086,1.0,1.0
mixed,11,14.0,14.0,8.879504305951166,0.0,5.120495694048834,0.0,0.3657496924320596,1.0,1.0
mixed,12,14.0,12.0,8.84691154820189,2.0,5.15308845179811,0.14285714285714285,0.36807774655700787,1.0,1.0
mixed,13,14.0,5.0,8.773368198795444,9.0,5.226631801204556,0.6428571428571429,0.3733308429431826,1.0,1.0
mixed,14,14.0,5.0,9.012589954568213,9.0,4.987410045431787,0.6428571428571429,0.35624357467369905,1.0,1.0
mixed,15,14.0,5.0,8.891763628316586,9.0,5.1082363716834145,0.6428571428571429,0.36487402654881534,1.0,1.0
mixed,16,14.0,14.0,8.880642241685159,0.0,5.119357758314841,0.0,0.36566841130820293,1.0,1.0
mixed,17,14.0,16.0,9.200263955931161,2.0,4.799736044068839,0.14285714285714285,0.3428382888620599,1.0,1.0
mixed,18,14.0,5.0,8.68211650474778,9.0,5.31788349525222,0.6428571428571429,0.3798488210894443,1.0,1.0
mixed,19,14.0,5.0,8.8865209061403,9.0,5.1134790938597,0.6428571428571429,0.3652485067042643,1.0,1.0
mixed,20,14.0,13.0,9.050655774620896,1.0,4.949344225379104,0.07142857142857142,0.3535245875270788,1.0,1.0
mixed,21,14.0,13.0,8.91976471575537,1.0,5.08023528424463,0.07142857142857142,0.3628739488746164,1.0,1.0
mixed,22,14.0,5.0,9.03347747809468,9.0,4.96652252190532,0.6428571428571429,0.35475160870752287,1.0,1.0
mixed,23,14.0,5.0,9.049151362636632,9.0,4.950848637363368,0.6428571428571429,0.35363204552595484,1.0,1.0
mixed,24,14.0,14.0,8.988307541544232,0.0,5.011692458455768,0.0,0.35797803274684054,1.0,1.0
mixed,25,14.0,5.0,8.812036910497822,9.0,5.187963089502178,0.6428571428571429,0.37056879210729843,1.0,1.0
mixed,26,14.0,5.0,8.994480237585757,9.0,5.005519762414243,0.6428571428571429,0.35753712588673164,1.0,1.0
mixed,27,14.0,18.0,9.077923239015648,4.0,4.922076760984352,0.2857142857142857,0.35157691149888226,1.0,1.0
mixed,28,14.0,5.0,8.984810200470884,9.0,5.015189799529116,0.6428571428571429,0.3582278428235083,1.0,1.0
mixed,29,14.0,22.0,9.167956039574385,8.0,4.832043960425615,0.5714285714285714,0.3451459971732582,1.0,1.0
mixed,30,14.0,5.0,8.641231325423357,9.0,5.358768674576643,0.6428571428571429,0.3827691910411888,1.0,1.0
mixed,31,14.0,5.0,8.830576070203936,9.0,5.169423929796064,0.6428571428571429,0.3692445664140046,1.0,1.0
mixed,32,14.0,16.0,9.008415535281296,2.0,4.991584464718704,0.14285714285714285,0.3565417474799074,1.0,1.0
mixed,33,14.0,5.0,8.977293217039385,9.0,5.022706782960615,0.6428571428571429,0.3587647702114725,1.0,1.0
mixed,34,14.0,5.0,8.85451671914938,9.0,5.14548328085062,0.6428571428571429,0.36753452006075854,1.0,1.0
mixed,35,14.0,5.0,8.947319544683785,9.0,5.0526804553162155,0.6428571428571429,0.3609057468083011,1.0,1.0
mixed,36,14.0,5.0,9.076804528509578,9.0,4.923195471490422,0.6428571428571429,0.35165681939217297,1.0,1.0
mixed,37,14.0,13.0,9.064756447928215,1.0,4.9352435520717854,0.07142857142857142,0.3525173965765561,1.0,1.0
mixed,38,14.0,5.0,8.734201516013714,9.0,5.265798483986286,0.6428571428571429,0.3761284631418776,1.0,1.0
mixed,39,14.0,5.0,8.985021745464383,9.0,5.014978254535617,0.6428571428571429,0.3582127324668298,1.0,1.0
mixed,40,14.0,5.0,9.20948557285122,9.0,4.79051442714878,0.6428571428571429,0.3421796019391986,1.0,1.0
mixed,41,14.0,14.0,9.116554029665826,0.0,4.883445970334174,0.0,0.34881756930958385,1.0,1.0
mixed,42,14.0,5.0,9.044478966354239,9.0,4.955521033645761,0.6428571428571429,0.35396578811755436,1.0,1.0
mixed,43,14.0,5.0,9.02892343442648,9.0,4.9710765655735205,0.6428571428571429,0.3550768975409658,1.0,1.0
mixed,44,14.0,14.0,8.803132709236529,0.0,5.196867290763471,0.0,0.3712048064831051,1.0,1.0
mixed,45,14.0,5.0,9.016837417890152,9.0,4.983162582109848,0.6428571428571429,0.35594018443641773,1.0,1.0
mixed,46,14.0,5.0,9.085993725827244,9.0,4.914006274172756,0.6428571428571429,0.3510004481551969,1.0,1.0
mixed,47,14.0,5.0,9.23752117188506,9.0,4.76247882811494,0.6428571428571429,0.34017705915106716,1.0,1.0
mixed,48,14.0,5.0,8.759410267500748,9.0,5.240589732499252,0.6428571428571429,0.3743278380356609,1.0,1.0
mixed,49,14.0,14.0,8.986539301724084,0.0,5.013460698275916,0.0,0.3581043355911368,1.0,1.0
mixed,50,14.0,5.0,9.146426490354102,9.0,4.853573509645898,0.6428571428571429,0.34668382211756416,1.0,1.0
mixed,51,14.0,5.0,9.005949474044808,9.0,4.994050525955192,0.6428571428571429,0.3567178947110851,1.0,1.0
mixed,52,14.0,5.0,8.924121929999565,9.0,5.075878070000435,0.6428571428571429,0.36256271928574535,1.0,1.0
mixed,53,14.0,5.0,8.804797246743577,9.0,5.195202753256423,0.6428571428571429,0.3710859109468873,1.0,1.0
mixed,54,14.0,5.0,8.873696402076495,9.0,5.1263035979235045,0.6428571428571429,0.36616454270882176,1.0,1.0
mixed,55,14.0,5.0,8.951160463424383,9.0,5.048839536575617,0.6428571428571429,0.3606313954696869,1.0,1.0
mixed,56,14.0,5.0,8.83267404280739,9.0,5.16732595719261,0.6428571428571429,0.36909471122804355,1.0,1.0
mixed,57,14.0,13.0,8.821859160774014,1.0,5.178140839225986,0.07142857142857142,0.3698672028018561,1.0,1.0
mixed,58,14.0,5.0,9.297926654831063,9.0,4.702073345168937,0.6428571428571429,0.3358623817977812,1.0,1.0
mixed,59,14.0,5.0,8.789596003081332,9.0,5.210403996918668,0.6428571428571429,0.37217171406561916,1.0,1.0
mixed,60,14.0,5.0,8.786723471692396,9.0,5.213276528307604,0.6428571428571429,0.3723768948791146,1.0,1.0
mixed,61,14.0,5.0,8.974260471750725,9.0,5.025739528249275,0.6428571428571429,0.35898139487494823,1.0,1.0
mixed,62,14.0,5.0,9.39107863099453,9.0,4.60892136900547,0.6428571428571429,0.32920866921467645,1.0,1.0
mixed,63,14.0,24.0,8.534182806177968,10.0,5.465817193822032,0.7142857142857143,0.39041551384443085,1.0,1.0
mixed,64,14.0,5.0,9.11415287837728,9.0,4.885847121622721,0.6428571428571429,0.3489890801159086,1.0,1.0
mixed,65,14.0,5.0,9.083930311089942,9.0,4.916069688910058,0.6428571428571429,0.351147834922147,1.0,1.0
mixed,66,14.0,5.0,9.027686595173755,9.0,4.972313404826245,0.6428571428571429,0.35516524320187465,1.0,1.0
mixed,67,14.0,5.0,8.883081659514175,9.0,5.1169183404858245,0.6428571428571429,0.3654941671775589,1.0,1.0
mixed,68,14.0,13.0,8.650413759582179,1.0,5.349586240417821,0.07142857142857142,0.38211330288698725,1.0,1.0
mixed,69,14.0,14.0,8.756530568507706,0.0,5.243469431492294,0.0,0.3745335308208781,1.0,1.0
mixed,70,14.0,5.0,8.905391056419125,9.0,5.094608943580875,0.6428571428571429,0.36390063882720536,1.0,1.0
mixed,71,14.0,14.0,8.97601028286115,0.0,5.02398971713885,0.0,0.35885640836706073,1.0,1.0
mixed,72,14.0,5.0,9.105445622356914,9.0,4.894554377643086,0.6428571428571429,0.34961102697450613,1.0,1.0
mixed,73,14.0,20.0,9.195716783703853,6.0,4.804283216296147,0.42857142857142855,0.3431630868782962,1.0,1.0
mixed,74,14.0,5.0,8.86389318630976,9.0,5.13610681369024,0.6428571428571429,0.3668647724064457,1.0,1.0
mixed,75,14.0,5.0,8.852525410226846,9.0,5.147474589773154,0.6428571428571429,0.36767675641236813,1.0,1.0
mixed,76,14.0,18.0,8.750046485609799,4.0,5.249953514390201,0.2857142857142857,0.3749966795993001,1.0,1.0
mixed,77,14.0,16.0,9.045154339889617,2.0,4.954845660110383,0.14285714285714285,0.35391754715074164,1.0,1.0
mixed,78,14.0,5.0,8.663255480297376,9.0,5.3367445197026235,0.6428571428571429,0.381196037121616,1.0,1.0
mixed,79,14.0,5.0,8.991060322029249,9.0,5.008939677970751,0.6428571428571429,0.3577814055693394,1.0,1.0
mixed,80,14.0,5.0,9.024570805702592,9.0,4.9754291942974085,0.6428571428571429,0.355387799592672,1.0,1.0
mixed,81,14.0,5.0,8.657001730079429,9.0,5.342998269920571,0.6428571428571429,0.38164273356575507,1.0,1.0
mixed,82,14.0,12.0,9.055211648607488,2.0,4.944788351392512,0.14285714285714285,0.35319916795660805,1.0,1.0
mixed,83,14.0,5.0,9.033921681068675,9.0,4.966078318931325,0.6428571428571429,0.3547198799236661,1.0,1.0
mixed,84,14.0,5.0,9.252707062824033,9.0,4.747292937175967,0.6428571428571429,0.3390923526554262,1.0,1.0
mixed,85,14.0,5.0,9.160932735425957,9.0,4.839067264574043,0.6428571428571429,0.34564766175528877,1.0,1.0
mixed,86,14.0,5.0,8.973158039324499,9.0,5.026841960675501,0.6428571428571429,0.3590601400482501,1.0,1.0
mixed,87,14.0,5.0,8.885613613217416,9.0,5.114386386782584,0.6428571428571429,0.36531331334161316,1.0,1.0
mixed,88,14.0,5.0,9.027707402363811,9.0,4.972292597636189,0.6428571428571429,0.3551637569740135,1.0,1.0
mixed,89,14.0,5.0,8.870956500884455,9.0,5.129043499115545,0.6428571428571429,0.36636024993682464,1.0,1.0
mixed,90,14.0,5.0,8.635532657123454,9.0,5.364467342876546,0.6428571428571429,0.38317623877689616,1.0,1.0
mixed,91,14.0,14.0,8.939997502776404,0.0,5.060002497223596,0.0,0.36142874980168543,1.0,1.0
mixed,92,14.0,5.0,9.338381942460295,9.0,4.661618057539705,0.6428571428571429,0.33297271839569326,1.0,1.0
mixed,93,14.0,5.0,8.733145268433349,9.0,5.266854731566651,0.6428571428571429,0.37620390939761794,1.0,1.0
mixed,94,14.0,16.0,9.123346921130485,2.0,4.876653078869515,0.14285714285714285,0.3483323627763939,1.0,1.0
mixed,95,14.0,5.0,8.82719719988079,9.0,5.172802800119211,0.6428571428571429,0.36948591429422933,0.0,0.0
mixed,96,14.0,5.0,8.966827788497937,9.0,5.0331722115020625,0.6428571428571429,0.35951230082157587,1.0,1.0
mixed,97,14.0,14.0,9.216165828366108,0.0,4.783834171633892,0.0,0.34170244083099227,1.0,1.0
mixed,98,14.0,5.0,8.845327778057465,9.0,5.154672221942535,0.6428571428571429,0.36819087299589537,1.0,1.0
mixed,99,14.0,5.0,8.902941511258788,9.0,5.097058488741212,0.6428571428571429,0.364075606338658,1.0,1.0
